Timestamp,still01-bf-pid.DV01-lit4003.level-% => (Aggregate=TimeAverage2),still01-bf-pid.CV01-pmp4000a.cmdspd-hz => (Aggregate=TimeAverage2),still01-bf-pid.PV01-fit4008.volflow-gpm => (Aggregate=TimeAverage2),still01-bf-pid.SP.volflow-gpm => (Aggregate=TimeAverage2)
7/15/2025 8:54:22 AM,41.458725,49,83.0556,83
7/15/2025 8:54:23 AM,41.458725,48.99415,83.0556,83
7/15/2025 8:54:24 AM,41.458725,48.91,83.0556,83
7/15/2025 8:54:25 AM,41.458725,48.90675,83.0556,83
7/15/2025 8:54:26 AM,41.458725,48.86,83.012544,83
7/15/2025 8:54:27 AM,41.458725,48.86,82.6876,83
7/15/2025 8:54:28 AM,41.458725,48.86,82.6876,83
7/15/2025 8:54:29 AM,41.458725,48.86384,82.6876,83
7/15/2025 8:54:30 AM,41.458725,48.92,82.81347044,83
7/15/2025 8:54:31 AM,41.458725,48.91512,83.77269,83
7/15/2025 8:54:32 AM,41.458725,48.84,83.77269,83
7/15/2025 8:54:33 AM,41.458725,48.8409,83.77269,83
7/15/2025 8:54:34 AM,41.458725,48.86,83.77269,83
7/15/2025 8:54:35 AM,41.458725,48.86572,83.77269,83
7/15/2025 8:54:36 AM,41.439906575,48.97,83.6514836,83
7/15/2025 8:54:37 AM,41.43962,48.97,82.69049,83
7/15/2025 8:54:38 AM,41.43962,48.97,82.69049,83
7/15/2025 8:54:39 AM,41.43962,48.974,82.69049,83
7/15/2025 8:54:40 AM,41.43962,49.05,82.8337606,83
7/15/2025 8:54:41 AM,41.43962,49.05376,83.99295,83
7/15/2025 8:54:42 AM,41.43962,49.13,83.99295,83
7/15/2025 8:54:43 AM,41.43962,49.12428,83.99295,83
7/15/2025 8:54:44 AM,41.43962,49,83.99295,83
7/15/2025 8:54:45 AM,41.43962,49.00225,83.99295,83
7/15/2025 8:54:46 AM,41.43962,49.05,83.91599665,83
7/15/2025 8:54:47 AM,41.43962,49.0416,83.266975,83
7/15/2025 8:54:48 AM,41.43962,48.85,83.266975,83
7/15/2025 8:54:49 AM,41.43962,48.85328,83.266975,83
7/15/2025 8:54:50 AM,41.43962,48.93,83.255928502,83
7/15/2025 8:54:51 AM,41.43962,48.92916,83.158676,83
7/15/2025 8:54:52 AM,41.43962,48.91,83.158676,83
7/15/2025 8:54:53 AM,41.43962,48.9149,83.158676,83
7/15/2025 8:54:54 AM,41.43962,49.05,83.158676,83
7/15/2025 8:54:55 AM,41.43962,49.05099,83.158676,83
7/15/2025 8:54:56 AM,41.43962,49.08,83.127183506,83
7/15/2025 8:54:57 AM,41.43962,49.07868,82.84057,83
7/15/2025 8:54:58 AM,41.43962,49.04,82.84057,83
7/15/2025 8:54:59 AM,41.43962,49.03472,82.84057,83
7/15/2025 8:55:00 AM,41.43962,48.88,82.79581488,83
7/15/2025 8:55:01 AM,41.43962,48.88093,82.39745,83
7/15/2025 8:55:02 AM,41.43962,48.91,82.39745,83
7/15/2025 8:55:03 AM,41.43962,48.9157,82.39745,83
7/15/2025 8:55:04 AM,41.43962,49.1,82.39745,83
7/15/2025 8:55:05 AM,41.43962,49.0913,82.39745,83
7/15/2025 8:55:06 AM,41.43962,48.81,82.50827717,83
7/15/2025 8:55:07 AM,41.43962,48.81494,83.58914,83
7/15/2025 8:55:08 AM,41.43962,49.07,83.58914,83
7/15/2025 8:55:09 AM,41.43962,49.0679,83.58914,83
7/15/2025 8:55:10 AM,41.43962,48.93,83.565836952,83
7/15/2025 8:55:11 AM,41.43962,48.93096,83.335846,83
7/15/2025 8:55:12 AM,41.43962,48.99,83.335846,83
7/15/2025 8:55:13 AM,41.43962,48.99,83.335846,83
7/15/2025 8:55:14 AM,41.43962,48.99,83.335846,83
7/15/2025 8:55:15 AM,41.43962,48.99,83.335846,83
7/15/2025 8:55:16 AM,41.43962,48.99,83.333412206,83
7/15/2025 8:55:17 AM,41.43962,48.99045,83.3085,83
7/15/2025 8:55:18 AM,41.43962,49.04,83.3085,83
7/15/2025 8:55:19 AM,41.43962,49.0392,83.3085,83
7/15/2025 8:55:20 AM,41.43962,48.96,83.2898528,83
7/15/2025 8:55:21 AM,41.43962,48.96153,83.0966,83
7/15/2025 8:55:22 AM,41.276949608,49.13,83.0966,83
7/15/2025 8:55:23 AM,41.270348,49.12986,83.0966,83
7/15/2025 8:55:24 AM,41.270348,49.11,83.0966,83
7/15/2025 8:55:25 AM,41.270348,49.11196,83.0966,83
7/15/2025 8:55:26 AM,41.270348,49.39,83.21139754,83
7/15/2025 8:55:27 AM,41.270348,49.38706,84.49657,83
7/15/2025 8:55:28 AM,41.270348,48.9,84.49657,83
7/15/2025 8:55:29 AM,41.270348,48.90116,84.49657,83
7/15/2025 8:55:30 AM,41.249130216,49.48,84.392598,83
7/15/2025 8:55:31 AM,41.2482,49.47844,83.27337,83
7/15/2025 8:55:32 AM,41.2482,48.96,83.27337,83
7/15/2025 8:55:33 AM,41.2482,48.9606,83.27337,83
7/15/2025 8:55:34 AM,41.2482,49.26,83.27337,83
7/15/2025 8:55:35 AM,41.2482,49.25969,83.27337,83
7/15/2025 8:55:36 AM,41.22679562,48.95,83.34376536,83
7/15/2025 8:55:37 AM,41.22574,48.94997,84.13185,83
7/15/2025 8:55:38 AM,41.22574,48.92,84.13185,83
7/15/2025 8:55:39 AM,41.22574,48.92,84.13185,83
7/15/2025 8:55:40 AM,41.22574,49.07,84.198514215,83
7/15/2025 8:55:41 AM,41.22574,49.07,84.954865,83
7/15/2025 8:55:42 AM,41.22574,49.05002,84.954865,83
7/15/2025 8:55:43 AM,41.22574,49.05,84.954865,83
7/15/2025 8:55:44 AM,41.22574,49.15978,84.954865,83
7/15/2025 8:55:45 AM,41.22574,49.16,84.954865,83
7/15/2025 8:55:46 AM,41.22574,48.61275,84.836851335,83
7/15/2025 8:55:47 AM,41.22574,48.61,83.42222,83
7/15/2025 8:55:48 AM,41.22574,48.53032,83.42222,83
7/15/2025 8:55:49 AM,41.22574,48.53,83.42222,83
7/15/2025 8:55:50 AM,41.17659129,48.8786,83.45178932,83
7/15/2025 8:55:51 AM,41.17395,48.88,83.81129,83
7/15/2025 8:55:52 AM,41.17395,48.51148,83.81129,83
7/15/2025 8:55:53 AM,41.17395,48.51,83.81129,83
7/15/2025 8:55:54 AM,41.17395,48.63922,83.81129,83
7/15/2025 8:55:55 AM,41.17395,48.64,83.81129,83
7/15/2025 8:55:56 AM,41.17395,48.64,83.80408352,83
7/15/2025 8:55:57 AM,41.17395,48.64,83.7112,83
7/15/2025 8:55:58 AM,41.17395,49.00741,83.7112,83
7/15/2025 8:55:59 AM,41.17395,49.01,83.7112,83
7/15/2025 8:56:00 AM,41.17395,48.78092,83.6010364,83
7/15/2025 8:56:01 AM,41.17395,48.78,82.1596,83
7/15/2025 8:56:02 AM,41.17395,48.93888,82.1596,83
7/15/2025 8:56:03 AM,41.17395,48.94,82.1596,83
7/15/2025 8:56:04 AM,41.17395,48.6925,82.192053,83
7/15/2025 8:56:05 AM,41.17395,48.69,82.63685,83
7/15/2025 8:56:06 AM,41.17395,48.92568,82.63685,83
7/15/2025 8:56:07 AM,41.17395,48.93,82.63685,83
7/15/2025 8:56:08 AM,41.17395,48.84216,82.63685,83
7/15/2025 8:56:09 AM,41.17395,48.84,82.63685,83
7/15/2025 8:56:10 AM,41.17395,48.83028,82.6327811,83
7/15/2025 8:56:11 AM,41.17395,48.83,82.5752,83
7/15/2025 8:56:12 AM,41.17395,48.8882,82.5752,83
7/15/2025 8:56:13 AM,41.17395,48.89,82.5752,83
7/15/2025 8:56:14 AM,41.17395,48.86087,82.65968635,83
7/15/2025 8:56:15 AM,41.17395,48.86,83.87499,83
7/15/2025 8:56:16 AM,41.17395,48.5593,83.87499,83
7/15/2025 8:56:17 AM,41.17395,48.55,83.87499,83
7/15/2025 8:56:18 AM,41.17395,48.87946,83.87499,83
7/15/2025 8:56:19 AM,41.17395,48.89,83.87499,83
7/15/2025 8:56:20 AM,41.17395,49.13416,83.95800359,83
7/15/2025 8:56:21 AM,41.17395,49.17,85.282,83
7/15/2025 8:56:22 AM,41.17395,48.5722,85.282,83
7/15/2025 8:56:23 AM,41.17395,48.47,85.282,83
7/15/2025 8:56:24 AM,41.17395,48.7661,85.0995436,83
7/15/2025 8:56:25 AM,41.17395,48.82,82.1362,83
7/15/2025 8:56:26 AM,41.17395,48.82,82.1362,83
7/15/2025 8:56:27 AM,41.17395,48.82,82.1362,83
7/15/2025 8:56:28 AM,41.17395,48.62225,82.1362,83
7/15/2025 8:56:29 AM,41.17395,48.57,82.1362,83
7/15/2025 8:56:30 AM,41.17395,48.99444,82.2295648,83
7/15/2025 8:56:31 AM,41.17395,49.11,83.69228,83
7/15/2025 8:56:32 AM,41.17395,48.69096,83.69228,83
7/15/2025 8:56:33 AM,41.17395,48.57,83.69228,83
7/15/2025 8:56:34 AM,41.17395,48.27436,83.45774969,83
7/15/2025 8:56:35 AM,41.17395,48.19,79.71719,83
7/15/2025 8:56:36 AM,41.17395,49.0216,79.71719,83
7/15/2025 8:56:37 AM,41.17395,49.27,79.71719,83
7/15/2025 8:56:38 AM,41.17395,48.70225,79.71719,83
7/15/2025 8:56:39 AM,41.17395,48.52,79.71719,83
7/15/2025 8:56:40 AM,41.17395,48.39824,79.74459149,83
7/15/2025 8:56:41 AM,41.17395,48.36,80.224625,83
7/15/2025 8:56:42 AM,41.17395,48.83943,80.224625,83
7/15/2025 8:56:43 AM,41.17395,48.99,80.224625,83
7/15/2025 8:56:44 AM,41.17395,48.3828,80.324531325,83
7/15/2025 8:56:45 AM,41.17395,48.19,82.10965,83
7/15/2025 8:56:46 AM,41.17395,48.59554,82.10965,83
7/15/2025 8:56:47 AM,41.17395,48.73,82.10965,83
7/15/2025 8:56:48 AM,41.17395,48.85767,82.10965,83
7/15/2025 8:56:49 AM,41.17395,48.9,82.10965,83
7/15/2025 8:56:50 AM,41.023465086,48.47706,82.077286,83
7/15/2025 8:56:51 AM,40.958664,48.33,81.4354,83
7/15/2025 8:56:52 AM,40.958664,48.76896,81.4354,83
7/15/2025 8:56:53 AM,40.958664,48.92,81.4354,83
7/15/2025 8:56:54 AM,40.958664,48.94229,81.60798472,83
7/15/2025 8:56:55 AM,40.958664,48.95,85.54456,83
7/15/2025 8:56:56 AM,40.958664,48.51222,85.54456,83
7/15/2025 8:56:57 AM,40.958664,48.36,85.54456,83
7/15/2025 8:56:58 AM,40.958664,48.74743,85.54456,83
7/15/2025 8:56:59 AM,40.958664,48.89,85.54456,83
7/15/2025 8:57:00 AM,40.958664,48.95597,85.51237816,83
7/15/2025 8:57:01 AM,40.958664,48.98,84.85984,83
7/15/2025 8:57:02 AM,40.933238096,48.59988,84.85984,83
7/15/2025 8:57:03 AM,40.9216,48.46,84.85984,83
7/15/2025 8:57:04 AM,40.9216,48.87216,84.76535029,83
7/15/2025 8:57:05 AM,40.9216,49.02,82.610085,83
7/15/2025 8:57:06 AM,40.9216,48.91766,82.610085,83
7/15/2025 8:57:07 AM,40.9216,48.88,82.610085,83
7/15/2025 8:57:08 AM,40.9216,48.6856,82.610085,83
7/15/2025 8:57:09 AM,40.9216,48.61,82.610085,83
7/15/2025 8:57:10 AM,40.9216,49.0715,82.693033505,83
7/15/2025 8:57:11 AM,40.9216,49.26,84.53912,83
7/15/2025 8:57:12 AM,40.9216,48.75519,84.53912,83
7/15/2025 8:57:13 AM,40.9216,48.55,84.53912,83
7/15/2025 8:57:14 AM,40.9216,48.70686,84.40994052,83
7/15/2025 8:57:15 AM,40.9216,48.77,81.13966,83
7/15/2025 8:57:16 AM,40.9216,49.0536,81.13966,83
7/15/2025 8:57:17 AM,40.9216,49.17,81.13966,83
7/15/2025 8:57:18 AM,40.9216,48.79264,81.13966,83
7/15/2025 8:57:19 AM,40.9216,48.64,81.13966,83
7/15/2025 8:57:20 AM,40.9216,48.8533,81.17915449,83
7/15/2025 8:57:21 AM,40.9216,48.94,82.268074,83
7/15/2025 8:57:22 AM,40.86823342,49.0826,82.268074,83
7/15/2025 8:57:23 AM,40.84147,49.14,82.268074,83
7/15/2025 8:57:24 AM,40.84147,48.87362,82.299553784,83
7/15/2025 8:57:25 AM,40.84147,48.76,83.19395,83
7/15/2025 8:57:26 AM,40.84147,48.96358,83.19395,83
7/15/2025 8:57:27 AM,40.84147,49.05,83.19395,83
7/15/2025 8:57:28 AM,40.84147,49.1553,83.19395,83
7/15/2025 8:57:29 AM,40.84147,49.2,83.19395,83
7/15/2025 8:57:30 AM,40.84147,48.97536,83.1394619,83
7/15/2025 8:57:31 AM,40.84147,48.88,81.31505,83
7/15/2025 8:57:32 AM,40.84147,49.20947,81.31505,83
7/15/2025 8:57:33 AM,40.84147,49.35,81.31505,83
7/15/2025 8:57:34 AM,40.84147,48.86,81.348520785,83
7/15/2025 8:57:35 AM,40.84147,48.65,82.469215,83
7/15/2025 8:57:36 AM,40.81143992,48.94232,82.469215,83
7/15/2025 8:57:37 AM,40.794548,49.07,82.469215,83
7/15/2025 8:57:38 AM,40.794548,49.07,82.469215,83
7/15/2025 8:57:39 AM,40.794548,49.07,82.469215,83
7/15/2025 8:57:40 AM,40.794548,49.12568,82.459695145,83
7/15/2025 8:57:41 AM,40.794548,49.15,81.96817,83
7/15/2025 8:57:42 AM,40.794548,49.24716,81.96817,83
7/15/2025 8:57:43 AM,40.794548,49.29,81.96817,83
7/15/2025 8:57:44 AM,40.78026009,48.97815,81.981150955,83
7/15/2025 8:57:45 AM,40.772118,48.84,82.966705,83
7/15/2025 8:57:46 AM,40.772118,48.8607,82.966705,83
7/15/2025 8:57:47 AM,40.772118,48.87,82.966705,83
7/15/2025 8:57:48 AM,40.772118,48.92268,82.966705,83
7/15/2025 8:57:49 AM,40.772118,48.99,82.966705,83
7/15/2025 8:57:50 AM,40.768810718,48.93792,82.95900655,83
7/15/2025 8:57:51 AM,40.763992,48.87,82.513855,83
7/15/2025 8:57:52 AM,40.75257904,48.9999,82.513855,83
7/15/2025 8:57:53 AM,40.735672,49.17,82.513855,83
7/15/2025 8:57:54 AM,40.735672,49.14492,82.52931692,83
7/15/2025 8:57:55 AM,40.735672,49.11,83.480225,83
7/15/2025 8:57:56 AM,40.739470144,48.98259,83.480225,83
7/15/2025 8:57:57 AM,40.74572,48.8,83.480225,83
7/15/2025 8:57:58 AM,40.74572,48.91536,83.480225,83
7/15/2025 8:57:59 AM,40.74572,49.08,83.480225,83
7/15/2025 8:58:00 AM,40.74572,49.08,83.484150755,83
7/15/2025 8:58:01 AM,40.74572,49.08,83.91642,83
7/15/2025 8:58:02 AM,40.74572,49.01865,83.91642,83
7/15/2025 8:58:03 AM,40.74572,48.93,83.91642,83
7/15/2025 8:58:04 AM,40.74572,48.98291,83.9108975,83
7/15/2025 8:58:05 AM,40.74572,49.06,83.36417,83
7/15/2025 8:58:06 AM,40.74572,49.04376,83.36417,83
7/15/2025 8:58:07 AM,40.74572,49.02,83.36417,83
7/15/2025 8:58:08 AM,40.74572,48.91092,83.36417,83
7/15/2025 8:58:09 AM,40.74572,48.75,83.36417,83
7/15/2025 8:58:10 AM,40.74572,48.75,83.36494445,83
7/15/2025 8:58:11 AM,40.74572,48.75,83.62232,83
7/15/2025 8:58:12 AM,40.74572,48.78573,83.62232,83
7/15/2025 8:58:13 AM,40.74572,48.84,83.62232,83
7/15/2025 8:58:14 AM,40.74572,48.90288,83.62232,83
7/15/2025 8:58:15 AM,40.74572,49,83.61256,83
7/15/2025 8:58:16 AM,40.717439052,48.87064,83.61256,83
7/15/2025 8:58:17 AM,40.665604,48.67,83.61256,83
7/15/2025 8:58:18 AM,40.665604,48.73664,83.61256,83
7/15/2025 8:58:19 AM,40.665604,48.84,83.61256,83
7/15/2025 8:58:20 AM,40.665604,48.86744,83.61256,83
7/15/2025 8:58:21 AM,40.665604,48.91,84.12277475,83
7/15/2025 8:58:22 AM,40.665604,48.85135,84.12431,83
7/15/2025 8:58:23 AM,40.665604,48.76,84.12431,83
7/15/2025 8:58:24 AM,40.665604,48.91662,84.12431,83
7/15/2025 8:58:25 AM,40.665604,49.17,82.936022544,83
7/15/2025 8:58:26 AM,40.665604,49.1054,82.922806,83
7/15/2025 8:58:27 AM,40.665604,49,82.922806,83
7/15/2025 8:58:28 AM,40.6655551559633,48.88313,82.922806,83
